time_s,radius_m,fvm_temperature_K,analytic_temperature_K,temperature_error_K,fvm_moisture_kg_per_kg,analytic_frozen_D_moisture_kg_per_kg,moisture_error_kg_per_kg
0,0,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.001,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.002,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.0030000000000000001,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.0040000000000000001,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.0050000000000000001,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.0060000000000000001,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.0070000000000000001,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.0080000000000000002,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.0090000000000000011,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.01,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.010999999999999999,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.012,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.013000000000000001,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.014,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.014999999999999999,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.016,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.017000000000000001,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.018000000000000002,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.019,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
0,0.02,301.14999999999998,301.14999999999998,0,2.5499999999999998,2.5499999999999998,0
10,0,301.14999999999998,301.15000000309425,-3.0942715056880843e-09,2.5499999999999998,2.5500000001822607,-1.8226087306061345e-10
10,0.001,301.14999999999998,301.15000000027317,-2.7318947104504332e-10,2.5499999999999998,2.5500000000160452,-1.6045387241092612e-11
10,0.002,301.14999999999998,301.15000000018699,-1.8701484805205837e-10,2.5499999999999998,2.5500000000110359,-1.1036060953983906e-11
10,0.0030000000000000001,301.14999999999998,301.15000000014811,-1.4813394955126569e-10,2.5499999999999998,2.5500000000087661,-8.766321002440236e-12
10,0.0040000000000000001,301.14999999999998,301.15000000012469,-1.2471446098061278e-10,2.5499999999999998,2.5500000000073526,-7.3527850474874867e-12
10,0.0050000000000000001,301.14999999999998,301.15000000010872,-1.0874146028072573e-10,2.5499999999999998,2.5500000000063872,-6.3873351052734506e-12
10,0.0060000000000000001,301.14999999999998,301.15000000009695,-9.6974872576538473e-11,2.5499999999999998,2.5500000000057104,-5.7105431494619552e-12
10,0.0070000000000000001,301.14999999999998,301.15000000008791,-8.7936768977669999e-11,2.5499999999999998,2.5500000000052054,-5.205613717862434e-12
10,0.0080000000000000002,301.14999999999998,301.15000000008081,-8.0831341620068997e-11,2.5499999999999998,2.5500000000047849,-4.7850612361344247e-12
10,0.0090000000000000011,301.15000000000015,301.15000000007529,-7.5146999733988196e-11,2.5499999999999998,2.5500000000044203,-4.4204639948475233e-12
10,0.01,301.15000000000799,301.15000000007825,-7.0258465711958706e-11,2.5499999999999998,2.550000000004137,-4.1371350789631833e-12
10,0.010999999999999999,301.15000000018256,301.15000000024787,-6.5313088271068409e-11,2.5499999999999998,2.5500000000039327,-3.9328540424321545e-12
10,0.012,301.15000000320327,301.15000000325523,-5.1954884838778526e-11,2.5499999999999998,2.5500000000037604,-3.7605474290103302e-12
10,0.013000000000000001,301.15000004354727,301.15000004351651,3.0752289603697136e-11,2.5499999999999998,2.5500000000036085,-3.6086689192416088e-12
10,0.014,301.15000046103324,301.15000046054007,4.9317350203637034e-10,2.5499999999999998,2.5500000000035001,-3.5003111520381935e-12
10,0.014999999999999999,301.15000382734615,301.15000382504581,2.3003394744591787e-09,2.5499999999999998,2.5500000000034713,-3.4714453533979395e-12
10,0.016,301.15002513279228,301.15002512630934,6.4829350776562933e-09,2.5499999999999998,2.5500000000035463,-3.5464964298626001e-12
10,0.017000000000000001,301.15013195615876,301.15013194778516,8.3736040323856287e-09,2.5499999999999998,2.550000000003815,-3.8151704018218879e-12
10,0.018000000000000002,301.15056120494705,301.1505612209707,-1.6023648186092032e-08,2.549999999994006,2.5500000000007881,-6.7821304128301563e-12
10,0.019,301.15196349153626,301.15196360983873,-1.1830246648969478e-07,2.5499470147245709,2.5499482573937016,-1.2426691307076965e-06
10,0.02,301.15575296374584,301.15575333130334,-3.6755750443262514e-07,2.4499894972265923,2.4499179106278843,7.158659870798445e-05
20,0,301.14999999999998,301.15000000309419,-3.0942146622692235e-09,2.5499999999999998,2.5500000001822674,-1.822675343987612e-10
20,0.001,301.14999999999998,301.15000000027311,-2.7313262762618251e-10,2.5499999999999998,2.5500000000160483,-1.6048495865561563e-11
20,0.002,301.14999999999998,301.15000000018699,-1.8701484805205837e-10,2.5499999999999998,2.5500000000110354,-1.1035616864774056e-11
20,0.0030000000000000001,301.14999999999998,301.15000000014805,-1.4807710613240488e-10,2.5499999999999998,2.5500000000087626,-8.7627682887614355e-12
20,0.0040000000000000001,301.15000000000038,301.15000000012503,-1.2465761756175198e-10,2.5499999999999998,2.5500000000073522,-7.3523409582776367e-12
20,0.0050000000000000001,301.15000000000413,301.1500000001127,-1.0857093002414331e-10,2.5499999999999998,2.5500000000063885,-6.3886673729030008e-12
20,0.0060000000000000001,301.15000000004062,301.15000000013731,-9.6690655482234433e-11,2.5499999999999998,2.5500000000057117,-5.7118754170915054e-12
20,0.0070000000000000001,301.15000000035712,301.15000000044375,-8.6629370343871415e-11,2.5499999999999998,2.5500000000052037,-5.2038373610230337e-12
20,0.0080000000000000002,301.1500000027807,301.15000000285482,-7.4123818194493651e-11,2.5499999999999998,2.55000000000478,-4.780176254826074e-12
20,0.0090000000000000011,301.15000001914916,301.15000001919356,-4.439471013029106e-11,2.5499999999999998,2.5500000000044194,-4.4195758164278232e-12
20,0.01,301.150000116645,301.15000011658753,5.7468696468276903e-11,2.5499999999999998,2.5500000000041396,-4.1397996142222837e-12
20,0.010999999999999999,301.1500006290226,301.15000062862117,4.014282239950262e-10,2.5499999999999998,2.5500000000039336,-3.9337422208518547e-12
20,0.012,301.15000300769401,301.15000300629191,1.4020997696206905e-09,2.5499999999999998,2.5500000000037613,-3.7614356074300304e-12
20,0.013000000000000001,301.1500127798268,301.15001277605313,3.7736640479124617e-09,2.5499999999999998,2.5500000000036085,-3.6086689192416088e-12
20,0.014,301.15004839009725,301.15004838203964,8.0576114669383969e-09,2.5499999999999998,2.5500000000035037,-3.503863865716994e-12
20,0.014999999999999999,301.15016383478871,301.1501638219151,1.2873613286501495e-08,2.5499999999999998,2.5500000000034735,-3.4736657994471898e-12
20,0.016,301.15049799181401,301.15049798029639,1.151761352957692e-08,2.5499999999999998,2.5500000000035463,-3.5464964298626001e-12
20,0.017000000000000001,301.1513653145991,301.15136532638166,-1.1782560704887146e-08,2.5499999999994571,2.5500000000033998,-3.9426240050488559e-12
20,0.018000000000000002,301.15339428885494,301.153394371194,-8.2339056461933069e-08,2.5499997229331837,2.549999736863505,-1.393032134089367e-08
20,0.019,301.15769761709907,301.1576978454741,-2.2837502910988405e-07,2.5484442908170495,2.5484475586679887,-3.2678509391814714e-06
20,0.02,301.16602841582107,301.16602889751448,-4.8169340516324155e-07,2.4100496395233191,2.4100017199761616,4.7919547157437847e-05
30,0,301.15000000000208,301.1500000030963,-3.0942146622692235e-09,2.5499999999999998,2.5500000001822776,-1.8227774845058775e-10
30,0.001,301.15000000000509,301.15000000027811,-2.730189407884609e-10,2.5499999999999998,2.5500000000160554,-1.6055601292919164e-11
30,0.002,301.15000000002539,301.15000000021223,-1.8684431779547594e-10,2.5499999999999998,2.5500000000110363,-1.1036505043193756e-11
30,0.0030000000000000001,301.15000000014032,301.15000000028783,-1.475086719437968e-10,2.5499999999999998,2.5500000000087604,-8.7605478427121852e-12
30,0.0040000000000000001,301.15000000075759,301.15000000088031,-1.227249413204845e-10,2.5499999999999998,2.5500000000073495,-7.3496764230185363e-12
30,0.0050000000000000001,301.15000000387727,301.15000000397902,-1.0174971976084635e-10,2.5499999999999998,2.5500000000063889,-6.3891114621128509e-12
30,0.0060000000000000001,301.15000001857692,301.15000001865025,-7.3328010330442339e-11,2.5499999999999998,2.5500000000057121,-5.7123195063013554e-12
30,0.0070000000000000001,301.15000008283027,301.15000008284181,-1.1539214028744027e-11,2.5499999999999998,2.5500000000052023,-5.2025050933934835e-12
30,0.0080000000000000002,301.15000034267371,301.15000034252211,1.5160139810177498e-10,2.5499999999999998,2.5500000000047769,-4.7770676303571236e-12
30,0.0090000000000000011,301.15000131356857,301.15000131299507,5.7349325288669206e-10,2.5499999999999998,2.5500000000044207,-4.4209080840573733e-12
30,0.01,301.15000466386437,301.15000466229583,1.5685373000451364e-09,2.5499999999999998,2.5500000000041401,-4.1402437034321338e-12
30,0.010999999999999999,301.15001534255293,301.15001533892462,3.6283154258853756e-09,2.5499999999999998,2.5500000000039305,-3.9306335963829042e-12
30,0.012,301.15004680274785,301.15004679549168,7.2561761044198647e-09,2.5499999999999998,2.5500000000037595,-3.7596592505906301e-12
30,0.013000000000000001,301.15013256157107,301.15013254919211,1.2378961855574744e-08,2.5499999999999998,2.5500000000036076,-3.6077807408219087e-12
30,0.014,301.15034918330821,301.15034916615571,1.7152501641248818e-08,2.5499999999999998,2.5500000000035046,-3.5047520441366942e-12
30,0.014999999999999999,301.15085713872105,301.15085712245462,1.6266426428046543e-08,2.5499999999999998,2.5500000000034726,-3.4727776210274897e-12
30,0.016,301.15196531285164,301.15196531343236,-5.8071236708201468e-10,2.5499999999999909,2.5500000000035388,-3.5478286974921502e-12
30,0.017000000000000001,301.1542204628152,301.15422051163841,-4.882321036348003e-08,2.5499999984261796,2.5499999985501107,-1.2393108761443727e-10
30,0.018000000000000002,301.15851409442899,301.15851424100691,-1.4657791780336993e-07,2.549986471583467,2.5499866717236657,-2.0014019863623389e-07
30,0.019,301.16618812841443,301.16618843787535,-3.0946091555961175e-07,2.5442033865638027,2.5442047852511549,-1.3986873521609766e-06
30,0.02,301.17911235383019,301.17911291198465,-5.5815445421103504e-07,2.3799985370445063,2.3799610250045431,3.7512039963161214e-05
40,0,301.1500000006406,301.15000000373271,-3.0921114557713736e-09,2.5499999999999998,2.5500000001822802,-1.8228041298584685e-10
40,0.001,301.15000000112065,301.15000000139088,-2.702336132642813e-10,2.5499999999999998,2.5500000000160554,-1.6055601292919164e-11
40,0.002,301.15000000351722,301.15000000369793,-1.8070522855850868e-10,2.5499999999999998,2.5500000000110346,-1.1034728686354356e-11
40,0.0030000000000000001,301.15000001247262,301.15000001260489,-1.3227463568910025e-10,2.5499999999999998,2.5500000000087604,-8.7605478427121852e-12
40,0.0040000000000000001,301.15000004440776,301.15000004449132,-8.3559825725387782e-11,2.5499999999999998,2.5500000000073517,-7.3518968690677866e-12
40,0.0050000000000000001,301.15000015357361,301.15000015357538,-1.7621459846850485e-12,2.5499999999999998,2.5500000000063903,-6.390443729742401e-12
40,0.0060000000000000001,301.15000050914608,301.15000050897311,1.7297452359343879e-10,2.5499999999999998,2.5500000000057144,-5.7145399523506057e-12
